Temperature (°C),Humidity (%),Pressure (hPa),Voltage (V),Fire Alarm
21.96,50.07,939.645,0.010777,1
20.95,49.15,939.696,0.02547,1
20.57,49.75,939.695,0.030362,1
20.39,50.52,939.69,0.0382,1
20.26,51.27,939.695,0.0382,1
20.15,51.93,939.698,0.02313,1
20.09,52.45,939.694,0.03291,1
20.04,52.94,939.68,0.027881,1
20.01,53.32,939.679,0.046592,1
19.92,53.63,939.682,0.040938,1
19.86,53.96,939.689,0.030362,1
19.82,54.18,939.681,0.03291,1
19.78,54.41,939.683,0.03291,1
19.77,54.6,939.678,0.014551,1
19.72,54.8,939.671,0.043736,1
19.68,54.94,939.67,0.0382,1
19.68,55.06,939.676,0.0382,1
19.65,55.2,939.665,0.049505,1
19.61,55.29,939.664,0.035523,1
19.58,55.4,939.651,0.035523,1
19.58,55.48,939.654,0.081475,1
19.55,55.56,939.661,0.0681,1
19.53,55.65,939.648,0.088433,1
19.54,55.71,939.633,0.091975,1
19.51,55.78,939.637,0.084932,1
19.51,55.85,939.636,0.1103,1
19.49,55.88,939.648,0.1179,1
19.46,55.98,939.659,0.078063,1
19.46,56.02,939.658,0.1103,1
19.41,56.07,939.658,0.133536,1
19.44,56.07,939.653,0.149717,1
20.61,56.22,939.651,0.043736,1
21.01,55.61,939.646,0.046592,1
21.18,54.81,939.644,0.0382,1
21.29,54.01,939.65,0.0681,1
21.36,53.35,939.656,0.106556,1
21.46,52.76,939.661,0.099186,1
21.52,52.28,939.65,0.099186,1
21.57,51.87,939.641,0.1103,1
21.62,51.55,939.649,0.166407,1
21.66,51.22,939.644,0.153843,1
21.67,50.98,939.655,0.174933,1
21.71,50.74,939.66,0.149717,1
21.77,50.55,939.647,0.145623,1
21.81,50.4,939.651,0.162189,1
21.81,50.22,939.652,0.166407,1
21.84,50.14,939.644,0.187936,1
21.89,50.04,939.64,0.205653,1
21.89,49.89,939.644,0.170655,1
21.91,49.81,939.638,0.179239,1
21.94,49.77,939.641,0.192325,1
21.97,49.64,939.635,0.237628,1
21.98,49.6,939.635,0.183573,1
22.0,49.52,939.637,0.210148,1
22.01,49.44,939.635,0.201184,1
22.02,49.38,939.635,0.214667,1
22.02,49.34,939.647,0.265929,1
22.05,49.32,939.645,0.232989,1
22.05,49.26,939.65,0.232989,1
22.08,49.2,939.658,0.265929,1
22.09,49.14,939.654,0.27072,1
20.92,49.03,939.651,0.360111,1
20.53,49.62,939.643,0.396264,1
20.34,50.36,939.637,0.339773,1
20.23,51.11,939.632,0.309749,1
20.12,51.82,939.634,0.396264,1
20.05,52.31,939.637,0.360111,1
19.98,52.76,939.639,0.299879,1
19.92,53.2,939.645,0.304805,1
19.86,53.53,939.646,0.339773,1
19.83,53.81,939.645,0.329698,1
19.79,54.07,939.65,0.355004,1
19.77,54.29,939.634,0.299879,1
19.72,54.46,939.63,0.309749,1
19.7,54.64,939.636,0.355004,1
19.64,54.8,939.637,0.365234,1
19.62,54.92,939.64,0.314711,1
19.62,55.03,939.634,0.37037,1
19.58,55.15,939.63,0.339773,1
19.54,55.24,939.629,0.37037,1
19.53,55.32,939.632,0.355004,1
19.51,55.41,939.63,0.385866,1
19.5,55.48,939.624,0.391058,1
19.47,55.56,939.623,0.385866,1
19.47,55.61,939.629,0.375522,1
19.44,55.69,939.621,0.375522,1
19.43,55.72,939.634,0.391058,1
19.43,55.78,939.637,0.422483,1
19.4,55.85,939.637,0.365234,1
19.37,55.88,939.633,0.396264,1
19.37,55.94,939.623,0.417214,1
20.58,56.04,939.616,0.304805,1
20.95,55.45,939.613,0.304805,1
21.14,54.65,939.611,0.280362,1
21.25,53.87,939.624,0.324686,1
21.32,53.2,939.625,0.299879,1
21.43,52.63,939.637,0.355004,1
21.47,52.14,939.64,0.334728,1
21.56,51.73,939.64,0.27072,1
21.6,51.34,939.643,0.329698,1
21.63,51.06,939.653,0.355004,1
21.64,50.8,939.658,0.375522,1
21.7,50.58,939.663,0.360111,1
21.73,50.41,939.68,0.344834,1
21.75,50.21,939.687,0.406714,1
21.78,50.09,939.679,0.385866,1
21.8,49.95,939.672,0.391058,1
21.82,49.86,939.685,0.349911,1
21.87,49.76,939.673,0.433055,1
21.89,49.63,939.679,0.385866,1
21.89,49.57,939.673,0.438358,1
21.93,49.47,939.674,0.396264,1
21.93,49.43,939.666,0.475779,1
21.96,49.35,939.667,0.422483,1
21.96,49.33,939.685,0.385866,1
21.97,49.26,939.686,0.396264,1
22.01,49.2,939.69,0.391058,1
22.02,49.17,939.69,0.417214,1
22.04,49.11,939.683,0.406714,1
22.05,49.1,939.685,0.406714,1
22.05,49.03,939.675,0.401483,1
20.88,48.93,939.673,0.56849,1
20.47,49.47,939.684,0.562976,1
20.29,50.26,939.679,0.585068,1
20.16,50.96,939.685,0.56849,1
20.09,51.64,939.695,0.535511,1
19.99,52.18,939.692,0.443672,1
19.95,52.65,939.686,0.519121,1
19.88,53.03,939.687,0.519121,1
19.85,53.41,939.686,0.535511,1
19.78,53.69,939.675,0.513673,1
19.75,53.93,939.675,0.497379,1
19.72,54.12,939.663,0.497379,1
19.67,54.32,939.665,0.519121,1
19.65,54.49,939.664,0.54099,1
19.61,54.66,939.67,0.519121,1
19.6,54.75,939.673,0.519121,1
19.55,54.9,939.663,0.481165,1
19.54,55.01,939.661,0.502802,1
19.53,55.14,939.67,0.535511,1
19.5,55.19,939.675,0.53004,1
19.49,55.26,939.669,0.551969,1
19.44,55.33,939.664,0.486561,1
19.44,55.42,939.654,0.519121,1
19.41,55.52,939.659,0.54099,1
19.41,55.54,939.661,0.562976,1
19.39,55.6,939.668,0.519121,1
19.39,55.64,939.657,0.551969,1
19.36,55.71,939.662,0.497379,1
19.37,55.74,939.647,0.519121,1
19.36,55.79,939.652,0.551969,1
20.57,55.92,939.646,0.417214,1
20.9,55.31,939.646,0.443672,1
21.08,54.53,939.646,0.375522,1
21.2,53.76,939.633,0.427763,1
21.28,53.04,939.628,0.433055,1
21.38,52.49,939.636,0.391058,1
21.43,52.0,939.636,0.427763,1
21.49,51.63,939.647,0.465036,1
21.53,51.25,939.652,0.465036,1
21.56,50.94,939.644,0.45968,1
21.6,50.7,939.64,0.454333,1
21.66,50.46,939.641,0.470403,1
21.69,50.29,939.651,0.53004,1
21.71,50.11,939.66,0.535511,1
21.74,49.95,939.665,0.535511,1
21.77,49.86,939.664,0.513673,1
21.8,49.73,939.672,0.53004,1
21.8,49.65,939.666,0.519121,1
21.82,49.56,939.669,0.502802,1
21.85,49.48,939.667,0.557469,1
21.87,49.42,939.668,0.53004,1
21.9,49.34,939.663,0.53004,1
21.9,49.27,939.663,0.535511,1
21.93,49.22,939.674,0.56849,1
21.94,49.18,939.669,0.590606,1
21.96,49.1,939.676,0.497379,1
21.96,49.03,939.673,0.508233,1
21.98,49.02,939.672,0.562976,1
21.98,48.95,939.674,0.57401,1
22.01,48.93,939.679,0.57401,1
20.85,48.82,939.676,0.623948,1
20.39,49.39,939.676,0.668666,1
20.25,50.16,939.675,0.679884,1
20.12,50.89,939.68,0.674273,1
20.05,51.58,939.687,0.612813,1
19.98,52.14,939.68,0.646274,1
19.89,52.54,939.666,0.618378,1
19.85,52.96,939.671,0.607253,1
19.78,53.28,939.662,0.596149,1
19.74,53.6,939.661,0.635102,1
19.72,53.8,939.656,0.579536,1
19.65,54.05,939.643,0.54099,1
19.64,54.2,939.643,0.635102,1
19.6,54.39,939.641,0.635102,1
19.55,54.56,939.645,0.646274,1
19.51,54.67,939.653,0.612813,1
19.5,54.81,939.658,0.657462,1
19.49,54.9,939.645,0.657462,1
19.46,55.02,939.639,0.646274,1
19.44,55.08,939.635,0.607253,1
19.41,55.18,939.636,0.640686,1
19.41,55.26,939.636,0.590606,1
19.39,55.32,939.635,0.612813,1
19.36,55.4,939.65,0.635102,1
19.36,55.49,939.66,0.596149,1
19.33,55.52,939.663,0.635102,1
19.33,55.57,939.662,0.651866,1
19.3,55.66,939.646,0.596149,1
19.3,55.69,939.643,0.57401,1
19.3,55.75,939.637,0.579536,1
20.51,55.81,939.634,0.502802,1
20.87,55.28,939.645,0.481165,1
21.04,54.45,939.638,0.53004,1
21.16,53.65,939.63,0.502802,1
21.25,53.02,939.63,0.596149,1
21.35,52.43,939.627,0.585068,1
21.38,51.98,939.631,0.54099,1
21.45,51.53,939.639,0.535511,1
21.5,51.17,939.639,0.57401,1
21.54,50.88,939.631,0.54099,1
21.57,50.63,939.639,0.551969,1
21.62,50.41,939.651,0.601699,1
21.63,50.25,939.649,0.562976,1
21.69,50.07,939.646,0.562976,1
21.69,49.91,939.635,0.54099,1
21.73,49.74,939.629,0.57401,1
21.74,49.66,939.633,0.590606,1
21.78,49.56,939.65,0.513673,1
21.81,49.48,939.658,0.635102,1
21.81,49.39,939.655,0.56849,1
21.82,49.33,939.66,0.57401,1
21.84,49.25,939.658,0.562976,1
21.87,49.21,939.66,0.562976,1
21.89,49.16,939.659,0.629523,1
21.9,49.08,939.655,0.590606,1
21.91,49.04,939.644,0.56849,1
21.93,48.97,939.664,0.551969,1
21.91,48.95,939.666,0.590606,1
21.96,48.92,939.663,0.57401,1
21.96,48.82,939.672,0.629523,1
20.78,48.73,939.668,0.685498,1
20.39,49.29,939.658,0.668666,1
20.2,50.07,939.666,0.753075,1
20.09,50.82,939.663,0.758719,1
19.98,51.51,939.674,0.702359,1
19.92,52.04,939.684,0.691115,1
19.83,52.48,939.688,0.724877,1
19.78,52.87,939.701,0.663062,1
19.72,53.2,939.695,0.679884,1
19.68,53.47,939.689,0.623948,1
19.65,53.74,939.677,0.612813,1
19.61,54.0,939.678,0.635102,1
19.57,54.16,939.68,0.635102,1
19.54,54.33,939.674,0.668666,1
19.51,54.51,939.687,0.691115,1
19.49,54.62,939.683,0.713613,1
19.46,54.74,939.689,0.691115,1
19.44,54.87,939.692,0.651866,1
19.43,54.93,939.683,0.635102,1
19.37,55.09,939.68,0.640686,1
19.37,55.14,939.675,0.640686,1
19.37,55.21,939.675,0.635102,1
19.33,55.28,939.676,0.618378,1
19.37,55.36,939.676,0.679884,1
19.27,55.4,939.663,0.691115,1
19.32,55.46,939.673,0.674273,1
19.3,55.56,939.675,0.691115,1
19.26,55.58,939.681,0.679884,1
19.24,55.62,939.675,0.679884,1
19.2,55.69,939.673,0.651866,1
20.44,55.78,939.666,0.557469,1
20.83,55.19,939.67,0.557469,1
20.98,54.43,939.667,0.585068,1
21.11,53.64,939.675,0.57401,1
21.19,52.96,939.67,0.607253,1
21.28,52.38,939.671,0.56849,1
21.33,51.93,939.69,0.57401,1
21.39,51.5,939.695,0.629523,1
21.45,51.13,939.697,0.590606,1
21.47,50.85,939.707,0.651866,1
21.53,50.63,939.714,0.646274,1
21.57,50.35,939.704,0.612813,1
21.59,50.14,939.7,0.590606,1
21.62,50.03,939.708,0.601699,1
21.66,49.88,939.7,0.596149,1
21.67,49.76,939.688,0.612813,1
21.7,49.65,939.677,0.685498,1
21.71,49.54,939.679,0.651866,1
21.74,49.45,939.669,0.640686,1
21.77,49.36,939.665,0.713613,1
21.77,49.33,939.661,0.685498,1
21.78,49.26,939.653,0.663062,1
21.81,49.18,939.658,0.635102,1
21.82,49.11,939.659,0.635102,1
21.84,49.01,939.659,0.657462,1
21.85,48.97,939.656,0.663062,1
21.89,48.94,939.652,0.629523,1
21.87,48.91,939.665,0.713613,1
21.9,48.87,939.66,0.691115,1
21.9,48.82,939.664,0.623948,1
20.73,48.71,939.662,0.753075,1
20.33,49.25,939.668,0.770013,1
20.13,50.01,939.67,0.73615,1
20.04,50.81,939.665,0.781312,1
19.95,51.49,939.654,0.770013,1
19.85,51.98,939.647,0.781312,1
19.81,52.48,939.653,0.770013,1
19.74,52.88,939.649,0.786963,1
19.68,53.21,939.641,0.73615,1
19.65,53.47,939.648,0.781312,1
19.58,53.71,939.654,0.702359,1
19.57,53.93,939.66,0.713613,1
19.54,54.14,939.66,0.707985,1
19.49,54.32,939.654,0.702359,1
19.46,54.47,939.662,0.730513,1
19.44,54.61,939.675,0.696736,1
19.41,54.75,939.673,0.679884,1
19.39,54.83,939.658,0.691115,1
19.36,54.95,939.635,0.657462,1
19.36,55.0,939.633,0.685498,1
19.33,55.12,939.647,0.719244,1
19.29,55.19,939.65,0.730513,1
19.29,55.28,939.65,0.668666,1
19.27,55.34,939.661,0.668666,1
19.26,55.37,939.662,0.713613,1
19.22,55.45,939.67,0.707985,1
19.22,55.52,939.677,0.764366,1
19.2,55.55,939.669,0.753075,1
19.16,55.6,939.661,0.719244,1
19.19,55.65,939.666,0.635102,1
20.39,55.78,939.667,0.629523,1
20.75,55.21,939.668,0.562976,1
20.92,54.4,939.655,0.57401,1
21.04,53.63,939.653,0.596149,1
21.15,52.96,939.666,0.596149,1
21.22,52.36,939.66,0.596149,1
21.28,51.94,939.666,0.590606,1
21.33,51.49,939.67,0.635102,1
21.38,51.12,939.682,0.657462,1
21.42,50.83,939.671,0.640686,1
21.46,50.56,939.671,0.646274,1
21.49,50.39,939.676,0.691115,1
21.53,50.2,939.684,0.635102,1
21.56,50.0,939.673,0.668666,1
21.6,49.89,939.672,0.668666,1
21.63,49.74,939.665,0.674273,1
21.63,49.6,939.662,0.724877,1
21.67,49.56,939.667,0.707985,1
21.69,49.45,939.659,0.724877,1
21.69,49.37,939.647,0.663062,1
21.73,49.28,939.643,0.640686,1
21.74,49.2,939.652,0.696736,1
21.77,49.17,939.66,0.629523,1
21.77,49.06,939.67,0.707985,1
21.78,49.04,939.665,0.685498,1
21.82,48.98,939.673,0.730513,1
21.82,48.95,939.678,0.651866,1
21.81,48.91,939.677,0.674273,1
21.84,48.85,939.679,0.696736,1
21.87,48.79,939.68,0.719244,1
20.68,48.72,939.679,0.849158,1
20.3,49.29,939.679,0.803921,1
20.1,50.05,939.672,0.871773,1
19.98,50.82,939.687,0.832193,1
19.89,51.45,939.692,0.770013,1
19.81,51.97,939.69,0.792615,1
19.72,52.45,939.685,0.792615,1
19.7,52.82,939.68,0.809575,1
19.62,53.18,939.67,0.775662,1
19.6,53.45,939.682,0.786963,1
19.54,53.72,939.681,0.786963,1
19.5,53.96,939.683,0.758719,1
19.49,54.14,939.682,0.73615,1
19.46,54.32,939.675,0.758719,1
19.43,54.47,939.687,0.719244,1
19.4,54.61,939.677,0.764366,1
19.36,54.71,939.67,0.73615,1
19.34,54.85,939.667,0.74179,1
19.32,54.92,939.668,0.792615,1
19.29,55.05,939.669,0.770013,1
19.29,55.11,939.663,0.792615,1
19.26,55.2,939.659,0.781312,1
19.2,55.26,939.661,0.753075,1
19.22,55.35,939.666,0.775662,1
19.19,55.39,939.657,0.775662,1
19.16,55.44,939.654,0.803921,1
19.18,55.52,939.656,0.758719,1
19.12,55.57,939.651,0.798267,1
19.12,55.6,939.658,0.798267,1
19.12,55.68,939.65,0.809575,1
20.34,55.77,939.659,0.663062,1
20.7,55.23,939.663,0.674273,1
20.9,54.41,939.679,0.640686,1
21.01,53.64,939.679,0.74179,1
21.08,52.93,939.678,0.685498,1
21.16,52.42,939.671,0.663062,1
21.23,51.93,939.678,0.685498,1
21.29,51.51,939.676,0.702359,1
21.32,51.19,939.667,0.74179,1
21.38,50.83,939.673,0.707985,1
21.41,50.57,939.67,0.74179,1
21.46,50.38,939.678,0.775662,1
21.49,50.16,939.664,0.786963,1
21.47,50.01,939.662,0.702359,1
21.53,49.86,939.664,0.74179,1
21.56,49.78,939.668,0.74179,1
21.59,49.66,939.659,0.719244,1
21.62,49.55,939.656,0.724877,1
21.62,49.48,939.652,0.696736,1
21.67,49.38,939.645,0.674273,1
21.67,49.3,939.651,0.747431,1
21.69,49.22,939.644,0.73615,1
21.7,49.2,939.641,0.73615,1
21.73,49.13,939.644,0.724877,1
21.73,49.05,939.648,0.679884,1
21.75,49.0,939.651,0.724877,1
21.75,48.93,939.644,0.781312,1
21.78,48.89,939.64,0.73615,1
21.8,48.87,939.645,0.691115,1
21.8,48.78,939.652,0.668666,1
20.64,48.73,939.649,0.860467,1
20.2,49.31,939.641,0.900026,1
20.05,50.03,939.649,0.877426,1
19.92,50.81,939.64,0.832193,1
19.83,51.43,939.633,0.860467,1
19.77,52.02,939.637,0.837848,1
19.71,52.49,939.638,0.860467,1
19.64,52.85,939.636,0.832193,1
19.58,53.22,939.635,0.809575,1
19.53,53.47,939.632,0.832193,1
19.5,53.72,939.637,0.815229,1
19.46,53.99,939.65,0.798267,1
19.44,54.17,939.648,0.837848,1
19.39,54.3,939.641,0.781312,1
19.36,54.49,939.641,0.775662,1
19.34,54.62,939.651,0.86612,1
19.3,54.76,939.652,0.826538,1
19.29,54.86,939.649,0.775662,1
19.26,54.97,939.657,0.803921,1
19.23,55.05,939.647,0.86612,1
19.19,55.11,939.648,0.803921,1
19.19,55.22,939.648,0.758719,1
19.18,55.29,939.64,0.815229,1
19.14,55.34,939.625,0.73615,1
19.13,55.38,939.631,0.826538,1
19.12,55.49,939.63,0.798267,1
19.1,55.5,939.644,0.792615,1
19.05,55.58,939.647,0.758719,1
19.07,55.63,939.649,0.815229,1
19.03,55.69,939.662,0.815229,1
20.29,55.79,939.662,0.668666,1
20.66,55.26,939.657,0.685498,1
20.83,54.45,939.67,0.674273,1
20.95,53.68,939.655,0.696736,1
21.02,52.98,939.643,0.713613,1
21.18,51.98,939.649,0.696736,1
21.2,51.57,939.647,0.792615,1
21.26,51.18,939.641,0.73615,1
21.31,50.89,939.629,0.74179,1
21.38,50.62,939.622,0.702359,1
21.38,50.43,939.635,0.815229,1
21.43,50.24,939.638,0.786963,1
21.45,50.05,939.642,0.753075,1
21.49,49.94,939.653,0.832193,1
21.5,49.77,939.655,0.820884,1
21.5,49.67,939.664,0.781312,1
21.57,49.6,939.671,0.781312,1
21.6,49.49,939.665,0.798267,1
21.6,49.39,939.666,0.747431,1
21.62,49.33,939.649,0.792615,1
21.63,49.24,939.642,0.758719,1
21.67,49.2,939.644,0.792615,1
21.66,49.12,939.636,0.786963,1
21.66,49.09,939.638,0.73615,1
21.67,49.03,939.637,0.781312,1
21.7,48.99,939.636,0.809575,1
21.71,48.97,939.631,0.770013,1
21.73,48.9,939.637,0.74179,1
21.75,48.82,939.64,0.792615,1
20.58,48.75,939.656,0.939529,1
20.16,49.29,939.665,0.933891,1
19.98,50.07,939.667,0.883077,1
19.85,50.83,939.666,0.894378,1
19.77,51.49,939.658,0.871773,1
19.7,52.02,939.66,0.832193,1
19.65,52.49,939.66,0.832193,1
19.57,52.89,939.656,0.877426,1
19.51,53.22,939.655,0.860467,1
19.46,53.53,939.663,0.820884,1
19.46,53.73,939.644,0.871773,1
19.4,53.95,939.647,0.883077,1
19.37,54.17,939.65,0.86612,1
19.36,54.35,939.647,0.860467,1
19.3,54.5,939.643,0.849158,1
19.26,54.66,939.644,0.820884,1
19.22,54.78,939.637,0.894378,1
19.22,54.92,939.638,0.900026,1
19.2,54.98,939.631,0.854813,1
19.16,55.09,939.63,0.860467,1
19.14,55.17,939.622,0.815229,1
19.13,55.25,939.625,0.786963,1
19.12,55.32,939.631,0.837848,1
19.06,55.38,939.634,0.883077,1
19.07,55.49,939.631,0.849158,1
19.03,55.49,939.639,0.900026,1
19.03,55.53,939.635,0.849158,1
19.0,55.63,939.639,0.922608,1
19.0,55.64,939.645,0.843503,1
18.96,55.7,939.651,0.871773,1
20.26,55.83,939.647,0.724877,1
20.58,55.27,939.651,0.786963,1
20.77,54.49,939.643,0.792615,1
20.9,53.73,939.647,0.74179,1
20.98,53.02,939.653,0.798267,1
21.06,52.5,939.655,0.792615,1
21.12,51.98,939.649,0.815229,1
21.19,51.57,939.656,0.781312,1
21.2,51.2,939.661,0.747431,1
21.26,50.92,939.664,0.798267,1
21.31,50.64,939.659,0.803921,1
21.35,50.43,939.66,0.803921,1
21.38,50.17,939.654,0.803921,1
21.41,50.09,939.653,0.786963,1
21.45,49.93,939.653,0.719244,1
21.46,49.84,939.662,0.786963,1
21.47,49.73,939.664,0.826538,1
21.5,49.62,939.667,0.786963,1
21.52,49.48,939.671,0.837848,1
21.54,49.42,939.676,0.871773,1
21.54,49.35,939.677,0.781312,1
21.59,49.28,939.681,0.815229,1
21.62,49.22,939.667,0.849158,1
21.6,49.17,939.673,0.843503,1
21.6,49.08,939.658,0.826538,1
21.64,49.07,939.652,0.815229,1
21.67,49.01,939.661,0.91132,1
21.69,48.98,939.67,0.826538,1
21.67,48.9,939.665,0.826538,1
21.7,48.86,939.669,0.809575,1
20.5,48.79,939.664,0.91132,1
20.09,49.33,939.656,0.990188,1
19.93,50.1,939.649,0.962066,1
19.81,50.87,939.646,0.939529,1
19.71,51.55,939.64,0.922608,1
19.64,52.05,939.633,0.883077,1
19.58,52.52,939.635,0.86612,1
19.53,52.91,939.636,0.871773,1
19.46,53.26,939.627,0.933891,1
19.44,53.57,939.629,0.888728,1
19.36,53.79,939.632,0.883077,1
19.33,54.03,939.638,0.860467,1
19.32,54.24,939.636,0.945166,1
19.3,54.42,939.645,0.92825,1
19.24,54.54,939.644,0.894378,1
19.22,54.69,939.654,0.820884,1
19.19,54.82,939.657,0.877426,1
19.14,54.91,939.654,0.905674,1
19.13,55.03,939.649,0.900026,1
19.13,55.09,939.635,0.939529,1
19.07,55.18,939.634,0.933891,1
19.06,55.31,939.629,0.883077,1
19.05,55.37,939.63,0.871773,1
19.02,55.43,939.635,0.877426,1
18.99,55.48,939.642,0.883077,1
18.99,55.55,939.64,0.854813,1
18.96,55.63,939.641,0.888728,1
18.98,55.67,939.625,0.86612,1
18.96,55.72,939.62,0.843503,1
18.93,55.75,939.615,0.849158,1
20.19,55.86,939.623,0.713613,1
20.56,55.3,939.625,0.770013,1
20.74,54.56,939.625,0.770013,1
20.85,53.77,939.626,0.764366,1
20.91,53.12,939.616,0.764366,1
20.98,52.51,939.608,0.803921,1
21.08,52.04,939.61,0.798267,1
21.14,51.62,939.615,0.747431,1
21.18,51.25,939.617,0.803921,1
21.23,50.95,939.621,0.849158,1
21.23,50.68,939.629,0.826538,1
21.29,50.49,939.632,0.820884,1
21.32,50.31,939.63,0.860467,1
21.36,50.11,939.629,0.86612,1
21.39,49.98,939.617,0.803921,1
21.41,49.84,939.607,0.860467,1
21.42,49.77,939.608,0.883077,1
21.45,49.66,939.607,0.832193,1
21.43,49.54,939.604,0.849158,1
21.49,49.52,939.607,0.871773,1
21.5,49.45,939.604,0.803921,1
21.53,49.38,939.61,0.871773,1
21.56,49.27,939.623,0.871773,1
21.54,49.21,939.627,0.854813,1
21.57,49.17,939.624,0.837848,1
21.57,49.11,939.632,0.820884,1
21.59,49.1,939.632,0.86612,1
21.62,49.01,939.634,0.860467,1
21.62,48.98,939.645,0.849158,1
21.63,48.93,939.641,0.832193,1
20.46,48.85,939.637,1.007032,1
20.06,49.4,939.624,1.046237,1
19.86,50.15,939.626,0.933891,1
19.75,50.86,939.631,0.978946,1
19.65,51.53,939.637,0.962066,1
19.6,52.1,939.634,0.92825,1
19.51,52.56,939.642,0.916965,1
19.46,52.94,939.642,0.922608,1
19.4,53.3,939.631,0.945166,1
19.37,53.57,939.629,0.854813,1
19.3,53.83,939.623,0.905674,1
19.3,54.08,939.617,0.91132,1
19.23,54.28,939.623,0.973322,1
19.23,54.48,939.632,0.888728,1
19.19,54.61,939.637,0.883077,1
19.16,54.74,939.634,0.905674,1
19.13,54.87,939.631,0.871773,1
19.07,54.96,939.624,0.900026,1
19.06,55.07,939.624,0.905674,1
19.06,55.18,939.619,0.894378,1
19.02,55.29,939.617,0.900026,1
19.03,55.36,939.612,0.883077,1
18.98,55.43,939.628,0.888728,1
18.96,55.46,939.626,0.962066,1
18.96,55.56,939.624,0.945166,1
18.93,55.63,939.627,0.900026,1
18.93,55.67,939.642,0.933891,1
18.89,55.72,939.651,0.871773,1
18.91,55.78,939.666,0.900026,1
18.88,55.83,939.654,0.933891,1
20.13,55.96,939.654,0.764366,1
20.51,55.38,939.654,0.764366,1
20.67,54.58,939.636,0.798267,1
20.8,53.81,939.644,0.758719,1
20.88,53.13,939.645,0.837848,1
20.94,52.57,939.647,0.781312,1
21.01,52.11,939.637,0.837848,1
21.05,51.75,939.634,0.837848,1
21.11,51.34,939.627,0.871773,1
21.18,51.01,939.636,0.843503,1
21.19,50.76,939.639,0.877426,1
21.23,50.54,939.624,0.933891,1
21.26,50.35,939.62,0.843503,1
21.29,50.18,939.635,0.877426,1
21.33,50.06,939.641,0.843503,1
21.36,49.89,939.646,0.860467,1
21.38,49.81,939.642,0.900026,1
21.42,49.72,939.627,0.883077,1
21.41,49.63,939.625,0.900026,1
21.43,49.53,939.619,0.860467,1
21.45,49.46,939.6,0.905674,1
21.46,49.43,939.582,0.86612,1
21.49,49.37,939.58,0.871773,1
21.5,49.27,939.585,0.871773,1
21.52,49.21,939.588,0.883077,1
21.54,49.17,939.589,0.86612,1
21.56,49.14,939.588,0.91132,1
21.54,49.06,939.589,0.883077,1
21.57,49.05,939.583,0.854813,1
21.59,49.02,939.592,0.86612,1
20.43,48.91,939.606,1.00142,1
20.02,49.43,939.597,1.007032,1
19.85,50.17,939.6,0.995806,1
19.71,50.94,939.595,0.978946,1
19.61,51.64,939.598,1.00142,1
19.55,52.14,939.588,0.933891,1
19.47,52.62,939.584,0.978946,1
19.41,53.02,939.578,0.956435,1
19.34,53.37,939.592,0.984568,1
19.32,53.62,939.581,0.984568,1
19.27,53.92,939.59,0.950801,1
19.23,54.15,939.585,0.973322,1
19.18,54.36,939.578,0.933891,1
19.16,54.48,939.579,0.92825,1
19.1,54.68,939.58,0.939529,1
19.07,54.83,939.576,0.939529,1
19.06,54.94,939.592,0.945166,1
19.03,55.01,939.597,0.933891,1
18.98,55.15,939.593,0.995806,1
18.99,55.26,939.591,0.967695,1
18.93,55.33,939.6,0.950801,1
18.93,55.41,939.596,0.950801,1
18.93,55.51,939.594,0.91132,1
18.92,55.56,939.594,0.978946,1
18.89,55.63,939.601,0.939529,1
18.86,55.7,939.599,0.922608,1
18.88,55.73,939.589,0.905674,1
18.85,55.79,939.595,0.967695,1
18.85,55.85,939.602,0.888728,1
18.82,55.91,939.606,0.978946,1
20.05,56.06,939.618,0.815229,1
20.43,55.46,939.617,0.798267,1
20.58,54.69,939.619,0.781312,1
20.73,53.93,939.627,0.820884,1
20.83,53.21,939.626,0.815229,1
20.9,52.63,939.616,0.860467,1
20.98,52.18,939.605,0.854813,1
21.01,51.8,939.606,0.888728,1
21.08,51.39,939.618,0.894378,1
21.12,51.08,939.614,0.91132,1
21.15,50.81,939.614,0.871773,1
21.19,50.6,939.619,0.877426,1
21.2,50.41,939.608,0.91132,1
21.26,50.21,939.608,0.933891,1
21.28,50.13,939.611,0.916965,1
21.31,49.99,939.616,0.922608,1
21.33,49.86,939.618,0.916965,1
21.36,49.77,939.619,0.905674,1
21.38,49.68,939.614,0.888728,1
21.39,49.57,939.608,0.945166,1
21.42,49.54,939.615,0.91132,1
21.42,49.48,939.621,0.86612,1
21.43,49.4,939.628,0.916965,1
21.45,49.34,939.609,0.883077,1
21.47,49.26,939.604,0.894378,1
21.47,49.21,939.615,0.916965,1
21.49,49.2,939.631,0.900026,1
21.52,49.12,939.633,0.91132,1
21.53,49.08,939.621,0.956435,1
21.53,49.06,939.615,0.888728,1
20.34,48.98,939.619,1.046237,1
19.95,49.52,939.628,1.023852,1
19.77,50.26,939.638,1.040645,1
19.67,51.0,939.635,1.062992,1
19.58,51.67,939.641,0.995806,1
19.5,52.21,939.649,1.012642,1
19.41,52.65,939.63,1.029453,1
19.37,53.09,939.636,0.967695,1
19.3,53.43,939.637,0.967695,1
19.26,53.74,939.628,1.007032,1
19.23,53.97,939.609,0.978946,1
19.19,54.19,939.607,0.967695,1
19.14,54.42,939.614,0.956435,1
19.07,54.57,939.609,0.92825,1
